Player_id,player_name,base_price_in_lakhs,sold_price,retired_player,retained_players,retained_team,sold,overseas,batsman,bowler,all_rounder,batting_hand,bowling_hand,spinner_or_medium_pacer,is_wicket_keeper,batting_average,powerplay_runs,powerplay_ballfaced,powerplay_strikerate,midover_runs,midover_ballfaced,midover_strikerate,endover_runs,endover_ballfaced,endover_strikerate,0s,1s,2s,3s,4s,6s,outs,powerplay_boundary,end_over_boundary,30s,50s,100s,deliveries,wickets,overs,total_runs_conceded,bowling_economy,bowling_strikerate,powerplay_deliveries,powerplay_wickets,powerplay_runs_conceded,powerplay_dotballs,powerplay_strike_rate,powerplay_economy,midover_deliveries,midover_wickets,midover_runs_conceded,mid_over_dotballs,mid_over_strikerate,midover_economy,endover_deliveries,endover_wickets,endover_runs_conceded,endover_dot_balls,endover_strike_rate,endover_economy,DC_batting_pf,DC_bowling_pf,RCB_batting_pf,RCB_bowling_pf,KKR_batting_pf,KKR_bowling_pf,CSK_batting_pf,CSK_bowwling_pf,GT_batting_pf,GT_bowling_pf,PK_batting_pf,PK_bowling_pf,MI_batting_pf,MI_bowling_pf,LSG_batting_pf,LSG_bowling_pf,RR_batting_pf,RR_bowling_pf,SRH_batting_pf,SRH_bowling_pf,pf
11,Ashok Dinda,75,75,0,0,,0,0,0,1,0,1,1,M,0,0.00265873015873,0,0,0,0.003705991352687,0.004306632213609,0.4,0.001450326323423,0.003645200486027,0.166675,0,0,0,0,0,0,0.010309278350516,0,0,0,0,0,0.104132901134522,0,0.104622871046229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40781504783484
12,Abraham de Villiers,200,200,1,0,,0,1,1,0,0,1,1,M,0,0.138134920634921,0.268635724331927,0.259303721488595,0.442133333333333,0.739962940086473,0.733850129198966,0.4687,0.659173313995649,0.470230862697448,0.5872,0.496781115879828,0.574766355140187,0.511111111111111,0.466666666666667,0.485221674876847,0.948717948717949,0.618556701030928,0.228070175438596,0.553846153846154,0.310344827586207,0.735294117647059,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728009828009828,0,0,0,1,0,0.768125255629754,0,0.728049942383292,0,0.119047619019934,0,0.524020929078801,0,0,0,0.611755607076566,0,2.7167402323823
13,Alex Hales,150,150,0,0,,0,1,1,0,0,1,1,M,0,0.100515873015873,0.057665260196906,0.054021608643457,0.455566666666667,0.017912291537987,0.024978466838932,0.333333333333333,0,0,0,0.049356223175966,0.034267912772586,0.044444444444445,0,0.032019704433498,0.038461538461539,0.061855670103093,0.057017543859649,0,0.103448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964993424750766
14,Angelo Mathews,200,200,0,0,,0,1,0,0,1,1,1,M,0,0.065476190476191,0,0,0,0.001852995676343,0.004306632213609,0.2,0.021754894851342,0.027946537059538,0.326075,0.009656652360515,0.0101246105919,0.013333333333333,0,0.004926108374384,0.006410256410256,0.020618556701031,0,0.015384615384615,0.03448275862069,0,0,0.012560777957861,0,0.012165450121655,0.005732712289502,0.2,0,0.008805031446541,0,0.016460905349794,0.00253807106599,0,0.761666666666667,0.01072705601907,0,0,0.00314465408805,0,0,0.006263048016701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289084081003876
15,Abhishek Nath,20,150,0,0,,0,0,1,0,0,1,1,M,0,0.036111111111111,0.006563525550867,0.010804321728692,0.259266666666667,0.033971587399629,0.04823428079242,0.327366666666667,0.015953589557651,0.03037667071689,0.22,0.047210300429185,0.031931464174455,0.022222222222222,0,0.017241379310345,0.012820512820513,0.103092783505155,0,0.007692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679233146952592
16,Andre Russell,50,1600,0,1,KKR,0,1,0,0,1,1,1,M,0,0.095079365079365,0.009845288326301,0.006602641056423,0.636366666666667,0.486102532427424,0.427217915590009,0.5289,0.682378535170413,0.583232077764277,0.4901,0.386266094420601,0.257009345794392,0.173333333333333,0.066666666666667,0.248768472906404,0.974358974358974,0.54639175257732,0.004385964912281,0.638461538461539,0.379310344827586,0.382352941176471,0,0.428282009724473,0.526315789473684,0.428223844282238,0.545682551056969,0.540625,0.062481896801424,0.39874213836478,0.441176470588235,0.452674897119342,0.307106598984772,0.086086779384804,0.462777777777778,0.218116805721097,0.269662921348315,0.301142857142857,0.176100628930818,0.066719166994794,0.582210242587601,0.325678496868476,0.46969696969697,0.438485804416404,0.306338028169014,0.167666666666667,0.413859852884243,0,0,0,0,0,0,0.503919297701198,1,0.517633541690373,0.083963056255248,0,0,0.597176079734219,0.425120772944444,0.514983351831299,0.50148809525,0.66034454866548,0.660899654,0,0,2.43867238767017
17,Adam Milne,200,200,0,0,,0,1,0,1,0,1,1,M,0,0.009920634920635,0,0,0,0.003705991352687,0.007751937984496,0.222233333333333,0.013778100072516,0.026731470230863,0.2159,0.013948497854077,0.011682242990654,0.008888888888889,0,0,0.006410256410256,0.051546391752577,0,0.007692307692308,0,0,0,0.087925445705024,0.052631578947369,0.087591240875912,0.110354711572913,0.535,0.128274092771134,0.119496855345912,0.058823529411765,0.157407407407407,0.081218274111675,0.193522102261153,0.536666666666667,0.029797377830751,0.02247191011236,0.041714285714286,0.020440251572327,0.109375683598022,0.590296495956873,0.054279749478079,0.045454545454546,0.064668769716088,0.052816901408451,0.288833333333333,0.366240805265196,0,0,0.344594594594595,0.453571428571429,0,0,0,0,0,0,0.344594594594595,0.453352769714286,0,0,0.337402885682575,0.381578947333333,0,0,0,0,0.249638059679171
18,Aaron Finch,150,440,0,0,,0,1,1,0,0,1,0,S,0,0.099047619047619,0.27051101734646,0.279111644657863,0.413633333333333,0.308214947498456,0.304909560723514,0.469866666666667,0.142857142857143,0.131227217496962,0.456025,0.342274678111588,0.292834890965732,0.284444444444444,0.133333333333333,0.288177339901478,0.307692307692308,0.474226804123711,0.236842105263158,0.1,0.275862068965517,0.264705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637223587223587,0,0,0,0,0,0,0,0.637228601474201,0,0.12437707641196,0,0,0,0.290035587188612,0,0.598668946171694,0,1.70413072674968
19,Ashton Turner,50,50,0,0,,0,1,1,0,0,1,1,S,0,0.003968253968254,0,0,0,0,0,0,0.002900652646846,0.013365735115431,0.0909,0,0,0,0,0,0,0.030927835051546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068689066151
20,Andrew Tye,100,100,0,0,,0,1,0,1,0,1,1,M,0,0.013769841269841,0,0,0,0.013588634959852,0.014642549526271,0.431366666666667,0.059463379260334,0.075334143377886,0.33065,0.032188841201717,0.022585669781932,0.031111111111111,0.066666666666667,0.017241379310345,0.032051282051282,0.082474226804124,0,0.038461538461539,0,0,0,0.289303079416532,0.31578947368421,0.289537712895377,0.350412038695808,0.51375,0.070343857326106,0.256603773584906,0.323529411764706,0.268518518518519,0.225888324873096,0.075575473619882,0.426666666666667,0.1626936829559,0.112359550561798,0.202285714285714,0.099056603773585,0.119438246489041,0.524258760107817,0.247390396659708,0.318181818181818,0.286277602523659,0.197183098591549,0.188166666666667,0.355787843592722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518188522156694
21,Andile Markram,100,260,0,1,SRH,0,1,1,0,0,1,1,S,0,0.112142857142857,0.025316455696203,0.038415366146459,0.281266666666667,0.205064854848672,0.220499569336779,0.4323,0.109499637418419,0.097205346294046,0.471875,0.120171673819742,0.159657320872274,0.102222222222222,0,0.091133004926108,0.147435897435897,0.134020618556701,0.013157894736842,0.084615384615385,0.137931034482759,0.088235294117647,0,0.024716369529984,0.007518796992481,0.024330900243309,0,0,0.252410311581909,0.022641509433962,0,0,0.012690355329949,0,0,0.017878426698451,0.01123595505618,0,0.009433962264151,0.131250820317627,0,0,0,0,0,0,0,0,0,0.56674421031941,0,0,0,0,0,0,0,0.56674421031941,0,0.355547052906977,0,0.610432852386238,0.23684210525,0.519561399466192,0.705882352941176,0.446660950232019,0.223214285714286,1.16559047177282
22,Ajinkya Rahane,50,50,0,1,CSK,0,0,1,0,0,1,1,M,0,0.105873015873016,0.576183778715424,0.626050420168067,0.392766666666667,0.376158122297715,0.396210163652024,0.4413,0.079767947788252,0.091130012150668,0.366675,0.583690987124463,0.534267912772586,0.448888888888889,0.4,0.495073891625616,0.243589743589744,0.721649484536082,0.618421052631579,0.023076923076923,0.620689655172414,0.323529411764706,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101556101560197,0,0,0,0,0,0,0,0.101556101560197,0,0.353065539119601,0,0,0,0.313315539768683,0,0,0,1.97204953134107
23,Aditya Tare,20,20,0,0,,0,0,1,0,0,1,0,,1,0.026190476190476,0.015471167369902,0.023409363745498,0.282066666666667,0,0.000861326442722,0,0,0,0,0.025751072961373,0.007009345794393,0.008888888888889,0,0.012315270935961,0,0.051546391752577,0.021929824561404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323728310227045
24,Ankit Bawne,40,40,0,0,,0,0,1,0,0,1,1,S,0,0.047619047619048,0,0,0,0,0,0,0.008701957940537,0.014580801944107,0.25,0.004291845493562,0.004672897196262,0.004444444444444,0,0.002463054187192,0,0,0,0.007692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056321005559585
25,Axar Patel,50,120,0,1,DC,0,0,0,0,1,0,0,S,0,0.039801587301587,0.015471167369902,0.018607442977191,0.354833333333333,0.187770228536133,0.247200689061154,0.353066666666667,0.417693981145758,0.436208991494532,0.401125,0.208154506437768,0.259345794392523,0.244444444444444,0.066666666666667,0.118226600985222,0.288461538461538,0.45360824742268,0,0.361538461538462,0.241379310344828,0,0,0.772690437601297,0.518796992481203,0.773722627737226,0.814761734145467,0.446875,0.114370836264327,0.655345911949685,0.529411764705882,0.621399176954733,0.482233502538071,0.117905887146058,0.386666666666667,0.756853396901073,0.49438202247191,0.878285714285714,0.581761006289308,0.126263289145557,0.48921832884097,0.102296450939457,0.106060606060606,0.104889589905363,0.119718309859155,0.233333333333333,0.315137437088657,0,0,0.474028038697789,0.527380952357143,0,0,0,0,0,0,0.474028038697789,0.527380952357143,0.635500711877076,0.260317460333333,0.443951165371809,0.311666666666667,0.558718861209964,0.544117647058823,0.251988730510441,0.393907563035714,1.36863696435338
