Player_id,player_name,base_price_in_lakhs,sold_price,retired_player,retained_players,retained_team,sold,overseas,batsman,bowler,all_rounder,batting_hand,bowling_hand,spinner_or_medium_pacer,is_wicket_keeper,batting_average,powerplay_runs,powerplay_ballfaced,powerplay_strikerate,midover_runs,midover_ballfaced,midover_strikerate,endover_runs,endover_ballfaced,endover_strikerate,0s,1s,2s,3s,4s,6s,outs,powerplay_boundary,end_over_boundary,30s,50s,100s,deliveries,wickets,overs,total_runs_conceded,bowling_economy,bowling_strikerate,powerplay_deliveries,powerplay_wickets,powerplay_runs_conceded,powerplay_dotballs,powerplay_strike_rate,powerplay_economy,midover_deliveries,midover_wickets,midover_runs_conceded,mid_over_dotballs,mid_over_strikerate,midover_economy,endover_deliveries,endover_wickets,endover_runs_conceded,endover_dot_balls,endover_strike_rate,endover_economy,DC_batting_pf,DC_bowling_pf,RCB_batting_pf,RCB_bowling_pf,KKR_batting_pf,KKR_bowling_pf,CSK_batting_pf,CSK_bowwling_pf,GT_batting_pf,GT_bowling_pf,PK_batting_pf,PK_bowling_pf,MI_batting_pf,MI_bowling_pf,LSG_batting_pf,LSG_bowling_pf,RR_batting_pf,RR_bowling_pf,SRH_batting_pf,SRH_bowling_pf,pf
81,Dhruv Shorey,20,20,0,0,,0,0,1,0,0,1,1,S,0,0.031746031746032,0,0,0,0.009882643607165,0.017226528854436,0.266666666666667,0,0,0,0,0,0,0,0,0,0.020618556701031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308295342019864
82,Dwayne Smith,100,100,0,0,,0,1,0,0,1,1,1,M,0,0.095753968253968,0.165963431786217,0.145858343337335,0.4856,0.125386040765905,0.109388458225668,0.5328,0.015953589557651,0.017010935601458,0.39285,0.156652360515021,0.102803738317757,0.057777777777778,0.066666666666667,0.16256157635468,0.153846153846154,0.216494845360825,0.192982456140351,0,0.172413793103448,0.147058823529412,0,0.079011345218801,0.075187969924812,0.077858880778589,0.093873163740595,0.511875,0.080688542227004,0.062893081761006,0.176470588235294,0.076131687242798,0.055837563451777,0.033937665512324,0.493333333333333,0.079261025029797,0.033707865168539,0.107428571428571,0.053459119496855,0.193944962156014,0.571428571428571,0.012526096033403,0.015151515151515,0,0.003521126760563,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42145703036374
83,Dhawal Kulkarni,50,75,0,0,,0,0,0,1,0,1,1,M,0,0.004285714285714,0,0,0,0.001852995676343,0.002583979328165,0.333333333333333,0.029006526468455,0.032806804374241,0.370375,0.006437768240343,0.010903426791277,0.022222222222222,0.066666666666667,0.009852216748768,0,0.030927835051546,0,0.030769230769231,0,0,0,0.326580226904376,0.203007518796992,0.326034063260341,0.385524901469007,0.501875,0.123515537716721,0.577358490566038,0.441176470588235,0.638888888888889,0.489847715736041,0.124668975351395,0.451111111111111,0.120381406436234,0.078651685393259,0.184571428571429,0.080188679245283,0.126263289145557,0.64622641509434,0.073068893528184,0.075757575757576,0.10410094637224,0.063380281690141,0.233333333333333,0.437862950058072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368478569763845
84,Daniel Christian,75,75,0,0,,0,1,0,0,1,1,1,M,0,0.019365079365079,0.000468823253633,0.002400960384154,0.083333333333333,0.004323656578135,0.012919896640827,0.155566666666667,0.086294416243655,0.109356014580802,0.33055,0.042918454935622,0.036604361370717,0.044444444444445,0,0.014778325123153,0.038461538461539,0.11340206185567,0,0.084615384615385,0,0,0,0.171799027552674,0.142857142857143,0.172749391727494,0.198495163024006,0.4875,0.092357346795217,0.070440251572327,0,0.095679012345679,0.043147208121828,0,0.553333333333333,0.16984505363528,0.168539325842697,0.192,0.132075471698113,0.083125519534497,0.476415094339623,0.086638830897704,0.060606060606061,0.098580441640379,0.073943661971831,0.345833333333333,0.349980642663569,0,0,0.127764127764128,0.4345238095,0,0,0.174440919602449,0.517476898394135,0,0,0.127764127764128,0.4345238095,0.086378737541528,0.166666666666667,0.091009988901221,0.27777777775,0,0,0.388631090487239,0.595238095267857,0.349351975440502
85,Dale Steyn,200,200,0,0,,0,1,0,1,0,1,1,M,0,0.001309523809524,0,0,0,0,0,0,0.001450326323423,0.004860267314702,0.125,0,0,0,0,0,0,0.010309278350516,0,0,0,0,0,0.055105348460292,0.015037593984962,0.055961070559611,0.069867431028305,0.53,0.281375429304423,0.076729559748428,0.029411764705882,0.083333333333333,0.058375634517767,0.248523120798533,0.442777777777778,0.007747318235995,0,0.014285714285714,0.004716981132075,0,0.777628032345013,0.039665970772443,0.015151515151515,0.07018927444795,0.024647887323944,0.633333333333333,0.543941153697251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002759850132947
86,Evin Lewis,100,200,0,0,,0,1,1,0,0,0,0,,1,0.106666666666667,0.214721050164088,0.192076830732293,0.4771,0.126003705991353,0.133505598621878,0.4387,0.026831036983321,0.029161603888214,0.385425,0.218884120171674,0.133177570093458,0.088888888888889,0.133333333333333,0.157635467980296,0.230769230769231,0.247422680412371,0.254385964912281,0.023076923076923,0.172413793103448,0.176470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713452088452088,0,0.110335195530726,0,0,0,0,0,0.713452088452088,0,0.30509413064784,0,0.843507214206437,0,0,0,0.505800464037123,0,1.39002245980543
87,Eoin Morgan,150,525,1,0,,0,1,1,0,0,0,1,M,0,0.0775,0.056727613689639,0.07563025210084,0.3201,0.215565163681285,0.275624461670973,0.363533333333333,0.225525743292241,0.215066828675577,0.439275,0.247854077253219,0.201713395638629,0.177777777777778,0.133333333333333,0.135467980295567,0.230769230769231,0.329896907216495,0.030701754385965,0.192307692307692,0.310344827586207,0.058823529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275184275184275,0,0,0,0.513061528179833,0,0.459781003018509,0,0.275184275184275,0,0.238787375415282,0,0.260871758601554,0,0,0,0.310904872389791,0,1.2589518539965
88,Eklavya Dwivedi,100,100,0,0,,0,0,1,0,0,1,0,,1,0.057539682539683,0.0028129395218,0.003601440576231,0.333333333333333,0,0,0,0.016678752719362,0.01093560145808,0.6389,0,0,0,0,0,0,0.020618556701031,0.004385964912281,0.023076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410364708114178
89,Faf du Plessis,100,100,1,0,,0,1,0,0,1,1,1,M,0,0.018531746031746,0,0,0,0,0.000861326442722,0,0.010152284263959,0.014580801944107,0.291675,0,0,0,0,0,0,0.020618556701031,0,0.015384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028684030295705
90,Faf du Plessis,150,700,0,1,RCB,0,1,1,0,0,1,1,S,0,0.137460317460317,0.585560243788092,0.604441776710684,0.413433333333333,0.493514515132798,0.530577088716624,0.432366666666667,0.273386511965192,0.226002430133657,0.506725,0.660944206008584,0.589563862928349,0.511111111111111,0.666666666666667,0.559113300492611,0.512820512820513,0.670103092783505,0.570175438596491,0.230769230769231,0.517241379310345,0.558823529411765,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603551797023256,0,0.640857147542998,0,0.005586592178771,0,0,0,0.396026043028382,0,0.640857147542998,0,0.510204081644518,0,0.584158191564928,0,0.377030790658363,0,0.538732130858469,0,2.3357215883464
91,Fabian Allen,200,80,0,0,,0,1,0,0,1,1,0,S,0,0.011904761904762,0,0,0,0.002470660901791,0.005167958656331,0.222233333333333,0.007976794778825,0.015795868772783,0.21155,0.009656652360515,0.005451713395639,0.008888888888889,0,0.002463054187192,0,0.020618556701031,0,0,0,0,0,0.036871961102107,0.015037593984962,0.036496350364964,0.010390541024722,0.120625,0.188273265196342,0.023899371069182,0.029411764705882,0.029835390946502,0.022842639593909,0.077408840904461,0.508888888888889,0.039332538736591,0.01123595505618,0,0.023584905660377,0.288751804698779,0,0,0,0,0,0,0,0,0,0.004914004914005,0.339285714285714,0,0,0.247195251740752,0.483164684323412,0,0,0.004914004914005,0.339285714285714,0,0,0,0,0,0,0,0,0.244585550918711
92,Fazalhaq Farooqi,20,50,0,1,SRH,0,1,0,1,0,1,0,M,0,0.00265873015873,0,0,0,0,0,0,0.001450326323423,0.009720534629405,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.030794165316045,0.015037593984962,0.031630170316302,0.038695807954138,0.519375,0.157239210493648,0.031446540880503,0.029411764705882,0.027777777777778,0.025380710659899,0.101853738032186,0.36,0.014898688915376,0.01123595505618,0.018857142857143,0.009433962264151,0.109375683598022,0.533692722371968,0.019832985386221,0,0.037854889589905,0.01056338028169,0,0.586914440572977,0,0,0,0,0,0,0,0,0,0,0,0,0.065614617940199,0.296783625722222,0,0,0,0,0,0,0.004109056482153
93,Gautam Gambhir,100,100,1,0,,0,0,1,0,0,0,1,S,0,0.125873015873016,0.317393342709798,0.337334933973589,0.401533333333333,0.250154416306362,0.27390180878553,0.424533333333333,0.043509789702683,0.048602673147023,0.375,0.313304721030043,0.330996884735202,0.275555555555556,0,0.310344827586207,0.08974358974359,0.309278350515464,0.31578947368421,0.030769230769231,0.172413793103448,0.294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56299723125853
94,Gerhardus Viljoen,50,75,0,0,,0,1,0,1,0,1,1,M,0,0.003968253968254,0,0,0,0,0,0,0.004350978970268,0.008505467800729,0.214275,0.003218884120172,0.001557632398754,0.008888888888889,0,0,0,0.020618556701031,0,0,0,0,0,0.059157212317666,0.052631578947369,0.058394160583942,0.07954138301684,0.578125,0.086316050813092,0.046540880503145,0.058823529411765,0.056584362139918,0.030456852791878,0.075371766143818,0.495555555555556,0.045887961859356,0.044943820224719,0.051428571428572,0.039308176100629,0.084219276370477,0.472371967654987,0.033402922755741,0.015151515151515,0.060725552050473,0.02112676056338,0.533333333333333,0.559039876113047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008319232938522
95,Glenn Phillips,150,150,0,1,SRH,0,1,0,0,1,1,1,S,0,0.035714285714286,0.003281762775434,0.008403361344538,0.166666666666667,0.003088326127239,0.00947459086994,0.1515,0.010877447425671,0.009720534629405,0.46875,0.022532188841202,0.005451713395639,0.008888888888889,0,0.002463054187192,0.012820512820513,0.020618556701031,0,0,0,0,0,0.005267423014587,0.007518796992481,0.004866180048662,0.007165890361877,0.625,0.053792361484669,0,0,0,0,0,0,0.007747318235995,0.01123595505618,0.011428571428572,0.006289308176101,0.056875355470972,0.621967654986523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587125416204218,0.125,0,0,0.197215777262181,0.69515306125,0.371128488709297
96,Hanuma Vihari,50,50,0,0,,0,0,1,0,0,1,1,S,0,0.007936507936508,0,0,0,0,0,0,0.002900652646846,0.009720534629405,0.125,0,0,0,0,0,0,0.020618556701031,0,0,0,0,0,0.002431118314425,0,0.002433090024331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837160583354
97,George Garton,50,50,0,0,,0,1,0,0,1,0,0,M,0,0.001587301587302,0,0,0,0,0,0,0.001450326323423,0.004860267314702,0.125,0,0,0,0,0,0,0.010309278350516,0,0,0,0,0,0.039303079416532,0.022556390977444,0.038929440389295,0.042995342171265,0.46875,0.133777465138412,0.075471698113208,0.029411764705882,0.106995884773663,0.035532994923858,0.244448971277246,0.577777777777778,0.011323003575685,0.01123595505618,0.009142857142857,0.014150943396227,0.083125519534497,0.340296495956873,0.012526096033403,0.015151515151515,0,0.014084507042254,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226415094339623,0.5595238095,0,0,0.004640371229698,0.377976190446429,0.003037627910725
98,George Bailey,75,75,1,0,,0,1,1,0,0,1,1,M,0,0.071428571428572,0.021565869667136,0.036614645858343,0.251366666666667,0.026559604694256,0.031007751937985,0.398133333333333,0.000725163161711,0.002430133657351,0.125,0.052575107296137,0.028816199376947,0.004444444444444,0.066666666666667,0.022167487684729,0.012820512820513,0.041237113402062,0.004385964912281,0,0.068965517241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769779208951675
99,Glenn Maxwell,200,1100,0,1,RCB,0,1,0,0,1,1,1,S,0,0.085952380952381,0.124706985466479,0.125450180072029,0.424233333333333,0.592958616429895,0.549526270456503,0.501566666666667,0.320522117476432,0.314702308626974,0.42665,0.368025751072961,0.356697819314642,0.368888888888889,0.266666666666667,0.33743842364532,0.506410256410256,0.608247422680412,0.105263157894737,0.276923076923077,0.517241379310345,0.264705882352941,0,0.258914100486224,0.165413533834586,0.257907542579075,0.255105696882838,0.42,0.120205238548434,0.177358490566038,0.117647058823529,0.191358024691358,0.142131979695431,0.143613770625382,0.439444444444444,0.253277711561383,0.179775280898876,0.300571428571429,0.19811320754717,0.116200726254539,0.500673854447439,0.018789144050104,0.03030303030303,0,0.014084507042254,0.15,0,0,0,0.763534694594595,0.397465437785714,0.420391061452514,0,0.808350724433871,0.702290076325156,0.54762551166899,0.237895326028547,0.763534694594595,0.397465437785714,0.535484555066445,0.270408163277778,0.562527424306326,0,0.529359430604982,0.423529411764706,0.568721688167053,0.419642857142857,2.04994010032519
100,Gurkeerat Mann,20,50,0,0,,0,0,1,0,0,1,1,S,0,0.083055555555556,0.010314111579934,0.013205282112845,0.333333333333333,0.080914144533663,0.106804478897502,0.352166666666667,0.101522842639594,0.117861482381531,0.360825,0.084763948497854,0.090342679127726,0.053333333333333,0.066666666666667,0.073891625615764,0.032051282051282,0.103092783505155,0.008771929824561,0.061538461538462,0,0.058823529411765,0,0.010534846029174,0.015037593984962,0.009732360097324,0.01110713006091,0.484375,0.053792361484669,0,0,0,0,0,0,0.015494636471991,0.02247191011236,0.017714285714286,0.011006289308176,0.056875355470972,0.481805929919138,0,0,0,0,0,0,0,0,0.373464373464373,0,0,0,0,0,0,0,0.373464373464373,0,0,0,0,0,0,0,0,0,0.961306654308747
101,Heinrich Klaasen,100,525,0,1,SRH,0,1,1,0,0,1,1,S,0,0.044960317460318,0.006563525550867,0.008403361344538,0.333333333333333,0.004941321803582,0.010335917312662,0.222233333333333,0.033357505438724,0.038882138517619,0.359375,0.01931330472103,0.020249221183801,0.035555555555556,0,0.012315270935961,0.006410256410256,0.051546391752577,0.004385964912281,0.015384615384615,0.03448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645389336920157
102,Rassie van der Dussen,200,200,0,0,,0,1,1,0,0,1,1,S,0,0.033055555555556,0.000468823253633,0.000600240096038,0.333333333333333,0.006794317479926,0.012058570198105,0.2619,0.009427121102248,0.012150668286756,0.325,0.009656652360515,0.008566978193146,0.013333333333333,0,0.004926108374384,0,0.020618556701031,0,0.007692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262458471760797,0,0,0,0,0,0,0,0.644979150724696
103,Harry Gurney,75,75,1,0,,0,1,0,1,0,1,0,M,0,0.000515873015873,0,0,0,0,0,0,0.000725163161711,0.006075334143378,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.068476499189627,0.052631578947369,0.068126520681265,0.082049444643497,0.51125,0.09988827740307,0.070440251572327,0.058823529411765,0.058641975308642,0.055837563451777,0.114076186596048,0.339444444444444,0.029201430274136,0.02247191011236,0.037142857142857,0.018867924528302,0.107188169926062,0.536388140161725,0.052192066805846,0.045454545454546,0.084384858044164,0.035211267605634,0.277833333333333,0.497096399535424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001241036177584
104,Hardik Pandya,200,1500,0,1,MI,0,0,0,0,1,1,1,M,0,0.081706349206349,0.068917018284107,0.086434573829532,0.340266666666667,0.446571957998765,0.463393626184324,0.447966666666667,0.802755620014503,0.797083839611179,0.421875,0.438841201716738,0.463395638629283,0.351111111111111,0.533333333333333,0.339901477832512,0.66025641025641,0.628865979381443,0.052631578947369,0.830769230769231,0.655172413793103,0.205882352941176,0,0.403565640194489,0.368421052631579,0.40389294403893,0.469365818702974,0.493125,0.084122977614102,0.340880503144654,0.323529411764706,0.35082304526749,0.271573604060914,0.100387044204522,0.419444444444444,0.325983313468415,0.247191011235955,0.404,0.259433962264151,0.108763179769874,0.522911051212938,0.154488517745303,0.242424242424242,0.206624605678233,0.161971830985916,0.154166666666667,0.411149825783972,0.686245847162791,0,0.622490561547911,0,0.546224544972067,0.308328035619835,0.424148537778913,0,0.471475725908581,0.314861460957179,0.622490561547911,0,0.403826326079734,0.238095238111111,0.602236830854606,0,0.343416370106762,0.435294117647059,0.404872389791183,0,2.18818427883706
105,Hashim Amla,75,75,1,0,,0,1,1,0,0,1,1,M,0,0.148809523809524,0.137834036568214,0.139255702280912,0.4224,0.111179740580605,0.113695090439276,0.454533333333333,0.091370558375635,0.065613608748481,0.583325,0.139484978540773,0.141744548286604,0.102222222222222,0.133333333333333,0.147783251231527,0.134615384615385,0.134020618556701,0.144736842105263,0.061538461538462,0.03448275862069,0.088235294117647,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36612719266731
106,Harendra Shokeen,60,20,0,0,,0,0,0,1,0,1,1,S,0,0.034920634920635,0.000937646507267,0.004801920768307,0.083333333333333,0.025941939468808,0.034453057708872,0.35,0,0,0,0.025751072961373,0.010903426791277,0.022222222222222,0,0.012315270935961,0,0.020618556701031,0,0,0,0,0,0.038087520259319,0.015037593984962,0.038929440389295,0.030813328556073,0.33625,0.194480076136881,0.045283018867925,0.029411764705882,0,0.055837563451777,0.146669382766348,0,0.034564958283671,0.01123595505618,0.049142857142857,0.029874213836478,0.253751585947412,0.599730458221024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243174924169435,0.1928104575,0,0,0,0,0,0,0.495133554230043
107,Harmeet Patel,20,1075,0,0,,0,0,0,1,0,1,1,M,0,0.015793650793651,0,0,0,0.030265596046943,0.04823428079242,0.291666666666667,0.102973168963017,0.11543134872418,0.373675,0.061158798283262,0.049065420560748,0.035555555555556,0,0.032019704433498,0.064102564102564,0.134020618556701,0,0.115384615384615,0.068965517241379,0,0,0.434764991896272,0.503759398496241,0.435523114355231,0.514869222500896,0.501875,0.06624736210535,0.238993710691824,0.117647058823529,0.261316872427984,0.15989847715736,0.193522102261153,0.445555555555556,0.308700834326579,0.337078651685393,0.361142857142857,0.264150943396226,0.075556722229514,0.493261455525607,0.381002087682672,0.5,0.434542586750789,0.419014084507042,0.184333333333333,0.35075493612079,0,0,0,0,0,0,0.537970469613659,0.966819338407631,0.772565286009117,0.518380608144416,0,0,0.201571684136213,0.484096692111111,0.423973362930078,0.427631578916667,0.202846975088968,0.828431372588235,0.356059253944316,0.494844064375,0.440699082470278
108,Harbhajan Singh,100,100,1,0,,0,0,0,1,0,1,1,S,0,0.011984126984127,0.005625879043601,0.007202881152461,0.333333333333333,0.029030265596047,0.050818260120586,0.265533333333333,0.071065989847716,0.099635479951397,0.298775,0.071888412017167,0.04595015576324,0.04,0,0.03448275862069,0.025641025641026,0.082474226804124,0,0.069230769230769,0.03448275862069,0,0,0.427066450567261,0.300751879699248,0.428223844282238,0.447509853099248,0.44375,0.109032978855464,0.437735849056604,0.382352941176471,0.446502057613169,0.378172588832487,0.109064982684865,0.415555555555556,0.395113230035757,0.303370786516854,0.465714285714286,0.333333333333333,0.107450671566697,0.497304582210243,0.006263048016701,0,0,0.003521126760563,0,0,0,0,0,0,0,0,0.41013590257675,0.491603053427609,0,0,0,0,0,0,0,0,0,0,0,0,0.716572928138157
109,Harpreet Brar,20,380,0,1,PK,0,0,0,1,0,0,0,S,0,0.030952380952381,0,0,0,0.010500308832613,0.019810508182601,0.246366666666667,0.072516316171139,0.09356014580802,0.324675,0.03862660944206,0.033489096573209,0.044444444444445,0,0.014778325123153,0.032051282051282,0.030927835051546,0,0.061538461538462,0,0,0,0.119935170178282,0.067669172932331,0.119221411192214,0.125403081332856,0.44625,0.136094674556213,0.093081761006289,0.029411764705882,0.103909465020576,0.068527918781726,0.30148706457527,0.455,0.120977353992849,0.089887640449438,0.142285714285714,0.110062893081761,0.111038193988712,0.495956873315364,0.006263048016701,0,0,0.003521126760563,0,0,0,0,0,0,0,0,0,0,0.468740350065724,0.407820558942066,0,0,0.232004429651163,0.290540540555555,0.249780945172031,0.458333333333333,0,0,0.357308584686775,0.284256559732143,0.3603356726228
110,Harshit Rana,20,20,0,1,KKR,0,0,0,1,0,1,1,M,0,0.003968253968254,0,0,0,0.001235330450896,0.000861326442722,0.666666666666667,0,0.001215066828676,0,0,0,0,0,0,0,0.010309278350516,0,0,0,0,0,0.012560777957861,0.007518796992481,0.012165450121655,0.010032246506629,0.35,0.128274092771134,0.015094339622642,0.029411764705882,0,0.015228426395939,0.048889794255449,0,0.011323003575685,0,0.016,0.007861635220126,0,0.595687331536388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003322259136213,0.238304093555556,0,0,0.542704626334519,0.823529411764706,0,0,0.671870251085817
111,Ishant Sharma,100,100,0,1,DC,0,0,0,1,0,1,1,M,0,0.002777777777778,0,0,0,0.000617665225448,0.003445305770887,0.083333333333333,0.013052936910805,0.014580801944107,0.375,0,0,0,0,0,0,0.020618556701031,0,0.023076923076923,0,0,0,0.238249594813614,0.120300751879699,0.238442822384428,0.26083840917234,0.464375,0.152066868043199,0.412578616352201,0.294117647058824,0.433127572016461,0.33502538071066,0.133632104298228,0.427777777777778,0.065554231227652,0.033707865168539,0.112571428571429,0.031446540880503,0.160432252701579,0.724393530997305,0.061586638830898,0.045454545454546,0.086750788643533,0.038732394366197,0.327833333333333,0.43321718931475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099781713247364
112,Isuru Udana,20,50,1,0,,0,1,0,0,1,1,0,M,0,0.005952380952381,0,0,0,0,0,0,0.010877447425671,0.013365735115431,0.3409,0,0,0,0,0,0,0.030927835051546,0,0.015384615384615,0,0,0,0.073743922204214,0.06015037593985,0.072992700729927,0.088140451451093,0.5125,0.094136632598171,0.055345911949686,0.058823529411765,0.075102880658436,0.035532994923858,0.089631289468324,0.552777777777778,0.037544696066746,0.044943820224719,0.050285714285714,0.023584905660377,0.068906680666754,0.564690026954178,0.058455114822547,0.03030303030303,0.067034700315458,0.038732394366197,0.466666666666667,0.35269066976384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016829828378052
113,Irfan Pathan,50,50,1,0,,0,0,0,0,1,0,0,M,0,0.011904761904762,0,0,0,0.008029647930822,0.012058570198105,0.309533333333333,0.001450326323423,0.003645200486027,0.166675,0.003218884120172,0.0101246105919,0.004444444444444,0,0,0,0.030927835051546,0,0,0,0,0,0.024311183144246,0,0.024330900243309,0,0,0,0.022641509433962,0,0,0.020304568527919,0,0,0.014302741358761,0,0,0.012578616352201,0,0,0.012526096033403,0,0,0.007042253521127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33091806949234
114,Ishank Jaggi,20,20,1,0,,0,0,1,0,0,1,1,S,0,0.071428571428572,0.003281762775434,0.007803121248499,0.1795,0.017912291537987,0.023255813953488,0.358033333333333,0,0,0,0.017167381974249,0.014797507788162,0.004444444444444,0.066666666666667,0.007389162561576,0,0.010309278350516,0,0,0.03448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630155959075326
115,Ish Sodhi,50,75,1,0,,0,1,0,1,0,1,1,S,0,0.004960317460317,0,0,0,0.001235330450896,0.006029285099053,0.095233333333333,0.005801305293691,0.013365735115431,0.181825,0,0,0,0,0,0,0.020618556701031,0,0,0,0,0,0.073743922204214,0.067669172932331,0.072992700729927,0.051952705123612,0.301875,0.083667811478462,0.060377358490566,0.058823529411765,0,0.055837563451777,0.097779588510898,0,0.079261025029797,0.078651685393259,0.082857142857143,0.066037735849057,0.083125519534497,0.440700808625337,0.001043841336117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107230286538237
116,Imran Tahir,75,100,1,0,,0,1,0,1,0,1,1,S,0,0.001944444444444,0,0,0,0,0,0,0.015228426395939,0.025516403402187,0.25,0.010729613733906,0.005451713395639,0.004444444444444,0,0.007389162561576,0,0.010309278350516,0,0.015384615384615,0,0,0,0.400729335494327,0.43609022556391,0.401459854014599,0.382658545324256,0.404375,0.070550751024124,0.135849056603774,0.205882352941176,0,0.081218274111675,0.062864127113465,0,0.463647199046484,0.49438202247191,0.522857142857143,0.441823899371069,0.077350483440522,0.475741239892183,0.107515657620042,0.106060606060606,0.120662460567823,0.077464788732394,0.245166666666667,0.344947735191638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017172870840383
117,Iqbal Abdulla,40,40,1,0,,0,0,0,0,1,0,0,S,0,0.017857142857143,0,0,0,0.007411982705374,0.014642549526271,0.2353,0.023930384336476,0.020656136087485,0.4853,0.010729613733906,0.011682242990654,0.017777777777778,0,0.009852216748768,0.006410256410256,0,0,0.030769230769231,0.03448275862069,0,0,0.076580226904376,0.06015037593985,0.077858880778589,0.075600143317807,0.411875,0.097777961683287,0.052830188679245,0.088235294117647,0,0.038071065989848,0.057038093298024,0,0.076281287246722,0.056179775280899,0.100571428571429,0.037735849056604,0.112000700004375,0.555929919137466,0.019832985386221,0,0.027602523659306,0.007042253521127,0,0.427797135114208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284499509898993
118,Ishan Kishan,50,1525,0,1,MI,0,0,1,0,0,0,0,,1,0.109960317460317,0.379278012189405,0.398559423769508,0.406133333333333,0.541692402717727,0.553832902670112,0.454633333333333,0.184191443074692,0.166464155528554,0.4635,0.562231759656652,0.457943925233645,0.32,0.266666666666667,0.416256157635468,0.544871794871795,0.639175257731959,0.442982456140351,0.146153846153846,0.482758620689655,0.352941176470588,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861235628378378,0,0,0,0.412622572133911,0,0,0,0.861235628378378,0,0.351225083056478,0,0.881387829966704,0,0.253876461654804,0,0.700696055684455,0,2.07588884210881
